,LINK,RECEITA,TIPO,PREPARO,RENDIMENTO
8148,https://www.tudogostoso.com.br/receita/46776-bolo-de-fuba-simples.html, Bolo de fubá simples ,,60.0,18
8149,https://www.tudogostoso.com.br/receita/46803-bolo-fitness.html, Bolo fitness ,Light,60.0,10
8150,https://www.tudogostoso.com.br/receita/46819-macarrao-a-carbonara-especial.html, Macarrão à carbonara especial ,,30.0,6
8151,https://www.tudogostoso.com.br/receita/46821-rosquinhas-de-leite-condesado.html, Rosquinhas de leite condesado ,,60.0,0
8152,https://www.tudogostoso.com.br/receita/46828-sanduiche-natural-de-peito-de-peru.html, Sanduíche natural de peito de peru ,,10.0,7
8153,https://www.tudogostoso.com.br/receita/46831-quirera-com-costelinha-defumada.html, Quirera com costelinha defumada ,,90.0,5
8154,https://www.tudogostoso.com.br/receita/46843-yakissoba-vegetariano.html, Yakissoba vegetariano ,,10.0,2
8155,https://www.tudogostoso.com.br/receita/46844-peixe-com-leite-de-coco-de-microondas.html, Peixe com leite de coco de microondas ,,30.0,4
8156,https://www.tudogostoso.com.br/receita/46846-bolo-recheado-de-morango.html, Bolo recheado de morango ,,60.0,12
8157,https://www.tudogostoso.com.br/receita/46853-fricasse.html, Fricassê ,,30.0,7
8158,https://www.tudogostoso.com.br/receita/46856-bolo-de-banana-light-sem-gordura-e-sem-acucar.html, Bolo de banana light (sem gordura e sem açúcar) ,,60.0,16
8159,https://www.tudogostoso.com.br/receita/46884-salada-de-bifum.html, Salada de bifum ,,25.0,6
8160,https://www.tudogostoso.com.br/receita/46889-brocolis-refogado-com-frango.html, Brócolis refogado com frango ,,25.0,5
8161,https://www.tudogostoso.com.br/receita/46911-mousses-de-limao.html, Mousses de limão ,,5.0,4
8162,https://www.tudogostoso.com.br/receita/46913-feijoada-de-lentilha.html, Feijoada de lentilha ,,60.0,20
8163,https://www.tudogostoso.com.br/receita/46929-cacao-grelhado.html, Cação grelhado ,,25.0,5
8164,https://www.tudogostoso.com.br/receita/46933-massa-com-molho-branco-e-calabresa.html, Massa com molho branco e calabresa ,,30.0,6
8165,https://www.tudogostoso.com.br/receita/46937-bolo-salgado-da-edi-sem-farinha-de-trigo.html, Bolo salgado da Edi sem farinha de trigo ,,50.0,6
8166,https://www.tudogostoso.com.br/receita/46961-abobrinha-recheada-com-presunto-e-queijo.html, Abobrinha recheada com presunto e queijo ,,30.0,12
8167,https://www.tudogostoso.com.br/receita/46963-bolo-de-fuba-mole.html, Bolo de fubá mole ,,50.0,20
8168,https://www.tudogostoso.com.br/receita/46964-morangolicia.html, Morangolícia ,,20.0,10
8169,https://www.tudogostoso.com.br/receita/46971-linguica-de-porco-caseira.html, Linguiça de porco caseira ,,240.0,8
8170,https://www.tudogostoso.com.br/receita/46979-bolinho-de-fritar-da-vo-dolica.html, Bolinho de fritar da vó Dolica ,,60.0,0
8171,https://www.tudogostoso.com.br/receita/47001-hamburguer-de-siri.html, Hamburguer de siri ,,30.0,12
8172,https://www.tudogostoso.com.br/receita/47010-capeletti-ao-molho-de-queijo.html, Capeletti ao molho de queijo ,,35.0,10
8173,https://www.tudogostoso.com.br/receita/47043-coxinha-pratica-de-batata.html, Coxinha prática de batata ,,40.0,25
8174,https://www.tudogostoso.com.br/receita/47053-bolo-sem-fermento.html, Bolo sem fermento ,,45.0,20
8175,https://www.tudogostoso.com.br/receita/47056-file-de-frango-ao-molho.html, Filé de frango ao molho ,,30.0,6
8176,https://www.tudogostoso.com.br/receita/47078-torta-juliano-sensacao.html, Torta Juliano sensação ,,60.0,12
8177,https://www.tudogostoso.com.br/receita/47112-bife-a-milanesa.html, Bife à milanesa ,,60.0,2
8178,https://www.tudogostoso.com.br/receita/47120-bolo-fofo.html, Bolo fofo ,,50.0,30
8179,https://www.tudogostoso.com.br/receita/47131-bolo-de-banana-prata.html, Bolo de banana prata ,,60.0,4
8180,https://www.tudogostoso.com.br/receita/47135-amendoim-com-acucar.html, Amendoim com açúcar ,,40.0,6
8181,https://www.tudogostoso.com.br/receita/47141-banana-real.html, Banana real ,,40.0,12
8182,https://www.tudogostoso.com.br/receita/47157-torta-mesclada.html, Torta mesclada ,,60.0,15
8183,https://www.tudogostoso.com.br/receita/47183-doce-de-uva-com-chocolate-e-brigadeiro-branco.html, Doce de uva com chocolate e brigadeiro branco ,,40.0,8
8184,https://www.tudogostoso.com.br/receita/47200-pastelao-de-frango.html, Pastelão de frango ,,60.0,8
8185,https://www.tudogostoso.com.br/receita/47204-empadao.html, Empadão ,,40.0,12
8186,https://www.tudogostoso.com.br/receita/47210-rabada-de-boi-com-feijao-manteiga.html, Rabada de boi com feijão manteiga ,,60.0,4
8187,https://www.tudogostoso.com.br/receita/47219-creme-de-milho.html, Creme de milho ,,20.0,10
8188,https://www.tudogostoso.com.br/receita/47221-torta-de-chocolate-gelada.html, Torta de chocolate gelada ,,60.0,15
8189,https://www.tudogostoso.com.br/receita/47241-costela-frita.html, Costela frita ,,60.0,5
8190,https://www.tudogostoso.com.br/receita/47243-pedacos-de-frango-crocantes-super-economicos.html, Pedaços de frango crocantes super econômicos ,,60.0,6
8191,https://www.tudogostoso.com.br/receita/47247-panqueca-doce.html, Panqueca doce ,,30.0,12
8192,https://www.tudogostoso.com.br/receita/47259-molho-de-file-de-merluza.html, Molho de filé de merluza ,,45.0,9
8193,https://www.tudogostoso.com.br/receita/47261-mini-esfihas.html, Mini esfihas ,,120.0,100
8194,https://www.tudogostoso.com.br/receita/47271-jilo-diferente.html, Jiló diferente ,,20.0,4
8195,https://www.tudogostoso.com.br/receita/47281-pudim-de-pao-de-microondas.html, Pudim de pão de microondas ,,30.0,10
8196,https://www.tudogostoso.com.br/receita/47288-bifes-com-creme-de-leite.html, Bifes com creme de leite ,,30.0,6
8197,https://www.tudogostoso.com.br/receita/47302-bolo-bicolor-chocomorango-da-geisa.html, Bolo bicolor chocomorango da Geisa ,,60.0,20
8198,https://www.tudogostoso.com.br/receita/47311-torta-de-banana-com-chocolate.html, Torta de banana com chocolate ,,60.0,15
8199,https://www.tudogostoso.com.br/receita/47313-salada-de-palmito-gula-gula.html, Salada de palmito gula gula ,,30.0,4
8200,https://www.tudogostoso.com.br/receita/47322-ovos-poche.html, Ovos pochê ,,10.0,6
8201,https://www.tudogostoso.com.br/receita/47325-bolo-pratico-de-limao.html, Bolo prático de limão ,,60.0,12
8202,https://www.tudogostoso.com.br/receita/47326-delicia-de-ricota.html, Delícia de ricota ,,60.0,12
8203,https://www.tudogostoso.com.br/receita/47327-esfihas-de-carne.html, Esfihas de carne ,,120.0,24
8204,https://www.tudogostoso.com.br/receita/47328-bolo-de-acucar-mascavo.html, Bolo de açúcar mascavo ,Rápida,60.0,12
8205,https://www.tudogostoso.com.br/receita/47336-brigadeirao.html, Brigadeirão ,,40.0,12
8206,https://www.tudogostoso.com.br/receita/47388-isca-de-contra-file.html, Isca de contra filé ,,40.0,0
8207,https://www.tudogostoso.com.br/receita/47391-batatinha-maxima.html, Batatinha máxima ,,15.0,4
8208,https://www.tudogostoso.com.br/receita/47403-fettuccine-com-frango.html, Fettuccine com frango ,,60.0,3
8209,https://www.tudogostoso.com.br/receita/47423-risoto-delicioso.html, Risoto delicioso ,,30.0,8
8210,https://www.tudogostoso.com.br/receita/47449-cuca-de-nata.html, Cuca de nata ,,60.0,15
8211,https://www.tudogostoso.com.br/receita/47455-delicia-rapida-de-ovomaltine.html, Delícia rápida de Ovomaltine ,Rápida,15.0,20
8212,https://www.tudogostoso.com.br/receita/47458-picanha-no-sal-grosso-de-forno.html, Picanha no sal grosso de forno ,,100.0,5
8213,https://www.tudogostoso.com.br/receita/47489-galinha-descabelada.html, Galinha descabelada ,,60.0,8
8214,https://www.tudogostoso.com.br/receita/47493-rocambole-de-carne-moida.html, Rocambole de carne moída ,,60.0,6
8215,https://www.tudogostoso.com.br/receita/47495-carne-super-gostosa-coxao-duro.html, Carne super gostosa - coxão duro ,,60.0,6
8216,https://www.tudogostoso.com.br/receita/47497-frango-da-vovo-keka.html, Frango da vovó Kêka ,,60.0,6
8217,https://www.tudogostoso.com.br/receita/47511-quirera-com-costelinha.html, Quirera com costelinha ,,30.0,5
8218,https://www.tudogostoso.com.br/receita/47516-shake-natural.html, Shake Natural ,,10.0,2
8219,https://www.tudogostoso.com.br/receita/47537-abacate-com-gosto-de-doce-tipo-danete.html, Abacate com gosto de doce tipo Danete ,,30.0,6
8220,https://www.tudogostoso.com.br/receita/47538-bolo-de-acucar-mascavo.html, Bolo de açúcar mascavo ,,60.0,8
8221,https://www.tudogostoso.com.br/receita/47541-feijao-tropeiro-de-soja.html, Feijão tropeiro de soja ,,60.0,8
8222,https://www.tudogostoso.com.br/receita/47553-penne-com-file.html, Penne com filé ,,30.0,6
8223,https://www.tudogostoso.com.br/receita/47555-camarao-do-surfista.html, Camarão do surfista ,Rápida,15.0,3
8224,https://www.tudogostoso.com.br/receita/47560-escondidinho-de-sardinha.html, Escondidinho de sardinha ,,40.0,6
8225,https://www.tudogostoso.com.br/receita/47561-buraco-quente.html, Buraco quente ,,30.0,10
8226,https://www.tudogostoso.com.br/receita/47578-maionese-caseira-de-liquidificador.html, Maionese caseira de liquidificador ,,5.0,0
8227,https://www.tudogostoso.com.br/receita/47590-banana-empanada.html, Banana empanada ,,15.0,5
8228,https://www.tudogostoso.com.br/receita/47594-rapadura-de-amendoim.html, Rapadura de amendoim ,,20.0,30
8229,https://www.tudogostoso.com.br/receita/47596-bife-acebolado-com-mostarda.html, Bife acebolado com mostarda ,,20.0,5
8230,https://www.tudogostoso.com.br/receita/47614-tempero-para-carne-vermelha.html, Tempero para carne vermelha ,,10.0,0
8231,https://www.tudogostoso.com.br/receita/47646-pudim-de-pao-diferente.html, Pudim de pão diferente ,,40.0,20
8232,https://www.tudogostoso.com.br/receita/47655-maminha-ao-forno-com-caldo-de-carne.html, Maminha ao forno com caldo de carne ,,50.0,4
8233,https://www.tudogostoso.com.br/receita/47690-sopa-creme-de-cenoura.html, Sopa creme de cenoura ,,30.0,5
8234,https://www.tudogostoso.com.br/receita/47699-receita-de-pao.html, Receita de pão ,,120.0,10
8235,https://www.tudogostoso.com.br/receita/47705-mousse-de-limao.html, Mousse de limão ,,10.0,10
8236,https://www.tudogostoso.com.br/receita/47711-macarrao-gravatinha-delicioso.html, Macarrão gravatinha delicioso ,,30.0,6
8237,https://www.tudogostoso.com.br/receita/47716-estrogonofe-de-bis.html, Estrogonofe de Bis ,,10.0,15
8238,https://www.tudogostoso.com.br/receita/47726-canape-rapido-e-light.html, Canapé rápido e light ,Light,20.0,50
8239,https://www.tudogostoso.com.br/receita/47734-cafe-capuccino.html, Café capuccino ,,10.0,0
8240,https://www.tudogostoso.com.br/receita/47750-gemada-para-quentao.html, Gemada para quentão ,,20.0,20
8241,https://www.tudogostoso.com.br/receita/47751-mousse-de-abacate.html, Mousse de abacate ,,5.0,10
8242,https://www.tudogostoso.com.br/receita/47759-bolo-de-chocolate-na-maquina-de-pao.html, Bolo de chocolate na maquina de pão ,,100.0,15
8243,https://www.tudogostoso.com.br/receita/47765-rosquinha-de-coco-molhada.html, Rosquinha de coco molhada ,,45.0,20
8244,https://www.tudogostoso.com.br/receita/47769-arroz-de-polvo-com-brocolis-portugues.html, Arroz de polvo com brócolis português ,,120.0,15
8245,https://www.tudogostoso.com.br/receita/47770-salada-de-brocolis-com-palmito.html, Salada de brócolis com palmito ,,40.0,4
8246,https://www.tudogostoso.com.br/receita/47773-canelone.html, Canelone ,,25.0,8
8247,https://www.tudogostoso.com.br/receita/47790-arroz-doce-com-leite-condensado.html, Arroz doce com leite condensado ,,60.0,4
8248,https://www.tudogostoso.com.br/receita/47791-creme-de-leite-caseiro.html, Creme de leite caseiro ,,40.0,3
8249,https://www.tudogostoso.com.br/receita/47814-arroz-com-macarrao-cabelo-de-anjo.html, Arroz com macarrão cabelo de anjo ,,25.0,3
8250,https://www.tudogostoso.com.br/receita/47839-broa-cremosa-de-fuba.html, Broa cremosa de fubá ,,45.0,10
8251,https://www.tudogostoso.com.br/receita/47852-picanha-assada-com-caldo-de-carne.html, Picanha assada com caldo de carne ,,40.0,4
8252,https://www.tudogostoso.com.br/receita/47854-peito-de-frango-grelhado-na-manteiga.html, Peito de frango grelhado na manteiga ,,40.0,4
8253,https://www.tudogostoso.com.br/receita/47855-costela-suina-assada-delicia.html, Costela suína assada delícia ,,90.0,8
8254,https://www.tudogostoso.com.br/receita/47876-pasta-de-frango.html, Pasta de frango ,,50.0,15
8255,https://www.tudogostoso.com.br/receita/47877-mousse-de-graviola.html, Mousse de graviola ,,30.0,4
8256,https://www.tudogostoso.com.br/receita/47878-torta-de-atum-light.html, Torta de atum light ,,40.0,10
8257,https://www.tudogostoso.com.br/receita/47895-bolo-mineirinho-de-queijo.html, Bolo mineirinho de queijo ,,50.0,25
8258,https://www.tudogostoso.com.br/receita/47898-pipoca-de-doce-tradicional.html, Pipoca de doce tradicional ,,20.0,0
8259,https://www.tudogostoso.com.br/receita/47905-curry-rice.html, Curry rice ,,45.0,6
8260,https://www.tudogostoso.com.br/receita/47923-leite-creme-sobremesa-portuguesa-maravilhosa.html, Leite creme - sobremesa portuguesa maravilhosa ,,30.0,10
8261,https://www.tudogostoso.com.br/receita/47949-macarrao-ao-molho-quatro-queijos.html, Macarrão ao molho quatro queijos ,,60.0,6
8262,https://www.tudogostoso.com.br/receita/47965-bolo-mousse-de-maracuja.html, Bolo mousse de maracujá ,,60.0,15
8263,https://www.tudogostoso.com.br/receita/48000-bolo-nega-maluca-para-aniversario.html, Bolo nega maluca para aniversário ,,60.0,12
8264,https://www.tudogostoso.com.br/receita/48013-canudinho-de-forno.html, Canudinho de forno ,,60.0,30
8265,https://www.tudogostoso.com.br/receita/48023-doce-preto-e-branco-facil-e-rapido.html, Doce preto e branco fácil e rápido ,,30.0,4
8266,https://www.tudogostoso.com.br/receita/48031-peixe-de-forno-ao-molho-de-camarao.html, Peixe de forno ao molho de camarão ,,20.0,6
8267,https://www.tudogostoso.com.br/receita/48040-fritada-de-ovo-rapido.html, Fritada de ovo rápido ,,20.0,5
8268,https://www.tudogostoso.com.br/receita/48050-ourico-de-coco.html, Ouriço de coco ,,240.0,40
8269,https://www.tudogostoso.com.br/receita/48053-chuchu-com-ovo.html, Chuchu com ovo ,,30.0,9
8270,https://www.tudogostoso.com.br/receita/48058-torta-mousse-de-chocolate-branco-e-chocolate-preto.html, Torta mousse de chocolate branco e chocolate preto ,,120.0,8
8271,https://www.tudogostoso.com.br/receita/48062-feijao-com-costelinha-de-porco.html, Feijão com costelinha de porco ,,80.0,4
8272,https://www.tudogostoso.com.br/receita/48065-bolo-de-fuba-cremoso-diet.html, Bolo de fubá cremoso diet ,,40.0,12
8273,https://www.tudogostoso.com.br/receita/48090-mini-tortinha-de-mousse-de-maracuja.html, Mini tortinha de mousse de maracujá ,,60.0,15
8274,https://www.tudogostoso.com.br/receita/48107-bolinhos-de-fuba-para-fritar.html, Bolinhos de fubá para fritar ,,30.0,0
8275,https://www.tudogostoso.com.br/receita/48116-file-de-peixe-ao-forno-com-leite-de-coco.html, Filé de peixe ao forno com leite de coco ,,35.0,6
8276,https://www.tudogostoso.com.br/receita/48171-bolo-fofo-de-duas-cores.html, Bolo fofo de duas cores ,,60.0,15
8277,https://www.tudogostoso.com.br/receita/48175-carne-de-panela-recheada.html, Carne de panela recheada ,,45.0,10
8278,https://www.tudogostoso.com.br/receita/48177-torta-de-tomate-cremosa.html, Torta de tomate cremosa ,,60.0,8
8279,https://www.tudogostoso.com.br/receita/48181-mousse-de-limao-light.html, Mousse de limão light ,Light,25.0,10
8280,https://www.tudogostoso.com.br/receita/48211-carne-cremosa.html, Carne cremosa ,,60.0,6
8281,https://www.tudogostoso.com.br/receita/48220-mousse-de-goiabada.html, Mousse de goiabada ,,20.0,12
8282,https://www.tudogostoso.com.br/receita/48223-torta-de-salsicha.html, Torta de salsicha ,,60.0,12
8283,https://www.tudogostoso.com.br/receita/48224-manjar-branco.html, Manjar branco ,,50.0,12
8284,https://www.tudogostoso.com.br/receita/48227-prestigio-gelado.html, Prestígio gelado ,,30.0,6
8285,https://www.tudogostoso.com.br/receita/48230-pao-de-chocolate.html, Pão de chocolate ,,120.0,12
8286,https://www.tudogostoso.com.br/receita/48233-bolo-de-chocolate-pratico.html, Bolo de chocolate prático ,,60.0,12
8287,https://www.tudogostoso.com.br/receita/48235-bolo-de-beterraba.html, Bolo de beterraba ,,60.0,12
8288,https://www.tudogostoso.com.br/receita/48236-bolo-pudim-de-chocolate.html, Bolo pudim de chocolate ,,120.0,12
8289,https://www.tudogostoso.com.br/receita/48241-caldo-de-peixe-com-legumes.html, Caldo de peixe com legumes ,,60.0,6
8290,https://www.tudogostoso.com.br/receita/48242-bolo-de-chocolate-na-caneca.html, Bolo de chocolate na caneca ,,5.0,1
8291,https://www.tudogostoso.com.br/receita/48250-canjica-com-doce-de-leite.html, Canjica com doce de leite ,,90.0,20
8292,https://www.tudogostoso.com.br/receita/48251-salada-de-batatas.html, Salada de batatas ,Rápida,20.0,4
8293,https://www.tudogostoso.com.br/receita/48253-falso-soufle-de-couve-flor.html, Falso souflé de couve-flor ,,40.0,12
8294,https://www.tudogostoso.com.br/receita/48256-pave-bicolor-com-morango.html, Pavê bicolor com morango ,,60.0,10
8295,https://www.tudogostoso.com.br/receita/48259-pao-rocambole.html, Pão rocambole ,,80.0,12
8296,https://www.tudogostoso.com.br/receita/48260-bolo-de-limao-da-tia-nina.html, Bolo de limão da tia Nina ,,60.0,20
8297,https://www.tudogostoso.com.br/receita/48264-alfajor-suuper-gostoso.html, Alfajor suuper gostoso ,,30.0,20
8298,https://www.tudogostoso.com.br/receita/48268-hamburguer-de-soja-delicioso-vegetariano.html, Hambúrguer de soja delicioso - vegetariano ,,45.0,0
8299,https://www.tudogostoso.com.br/receita/48272-arroz-de-forno-ao-molho-branco.html, Arroz de forno ao molho branco ,,30.0,6
8300,https://www.tudogostoso.com.br/receita/48280-amendoim-doce-de-festa-junina.html, Amendoim doce de festa junina ,,30.0,0
8301,https://www.tudogostoso.com.br/receita/48293-moquequinha-de-siri.html, Moquequinha de siri ,,30.0,4
8302,https://www.tudogostoso.com.br/receita/48294-galinhada-a-la-chandellier.html, Galinhada à la Chandellier ,,90.0,5
8303,https://www.tudogostoso.com.br/receita/48295-big-porpetone.html, Big porpetone ,,50.0,4
8304,https://www.tudogostoso.com.br/receita/48296-pate-de-ricota-com-tomate-seco-e-manjericao.html, Patê de ricota com tomate seco e manjericão ,,10.0,4
8305,https://www.tudogostoso.com.br/receita/48297-bolo-de-cenoura-e-aveia.html, Bolo de cenoura e aveia ,,40.0,10
8306,https://www.tudogostoso.com.br/receita/48309-bolo-dourado-sobremesa.html, Bolo dourado sobremesa ,,40.0,10
8307,https://www.tudogostoso.com.br/receita/48314-trufas-de-sorverte.html, Trufas de sorverte ,,30.0,30
8308,https://www.tudogostoso.com.br/receita/48320-feijao.html, Feijão ,,90.0,6
8309,https://www.tudogostoso.com.br/receita/48321-ovos-recheados-com-atum.html, Ovos recheados com atum ,,25.0,6
8310,https://www.tudogostoso.com.br/receita/48322-coxinha-de-frango-frito.html, Coxinha de frango frito ,,40.0,4
8311,https://www.tudogostoso.com.br/receita/48323-carne-com-batata.html, Carne com batata ,,40.0,4
8312,https://www.tudogostoso.com.br/receita/48348-bolo-gelado-de-abacaxi-com-creme-dos-deuses.html, Bolo gelado de abacaxi com creme dos deuses ,,120.0,10
8313,https://www.tudogostoso.com.br/receita/48359-nhoque-sem-batatas.html, Nhoque sem batatas ,,60.0,2
8314,https://www.tudogostoso.com.br/receita/48375-batata-recheada-pelota-de-batata.html, Batata recheada (pelota de batata) ,,60.0,6
8315,https://www.tudogostoso.com.br/receita/48376-bombom-morango-do-nordeste.html, Bombom morango do nordeste ,,40.0,25
8316,https://www.tudogostoso.com.br/receita/48377-pudim-de-doce-de-leite-moca.html, Pudim de doce de Leite Moça ,,50.0,8
8317,https://www.tudogostoso.com.br/receita/48389-rosquinha-de-pinga-do-sitio.html, Rosquinha de pinga do sítio ,,50.0,80
8318,https://www.tudogostoso.com.br/receita/48403-almondega-portuguesa-muito-facil.html, Almôndega portuguesa muito fácil ,,25.0,30
8319,https://www.tudogostoso.com.br/receita/48414-especial-de-capa-de-contra-file-barata-e-rapida.html," Especial de capa de contra filé, barata e rápida ",,60.0,5
8320,https://www.tudogostoso.com.br/receita/48428-cheesecake-de-queijo-minas.html, Cheesecake de queijo minas ,,60.0,10
8321,https://www.tudogostoso.com.br/receita/48448-milkshake-simples.html, Milkshake simples ,,5.0,2
8322,https://www.tudogostoso.com.br/receita/48449-pave-de-bolacha-cream-cracker.html, Pavê de bolacha cream cracker ,,30.0,6
8323,https://www.tudogostoso.com.br/receita/48475-pastel-caseiro-da-vovo-nadir.html, Pastel caseiro da vovó Nadir ,,40.0,10
8324,https://www.tudogostoso.com.br/receita/48481-pao-de-caldo-knorr.html, Pão de caldo Knorr ,,10.0,6
8325,https://www.tudogostoso.com.br/receita/48498-batata-cozida-com-salsa-ou-batata-saute.html, Batata cozida com salsa (ou batata sauté) ,,25.0,4
8326,https://www.tudogostoso.com.br/receita/48504-torta-de-morango-com-suspiro-deliciosa.html, Torta de morango com suspiro deliciosa ,,30.0,10
8327,https://www.tudogostoso.com.br/receita/48522-file-mignon-ao-vinho-com-pure-de-mandioquinha.html, Filé mignon ao vinho com purê de mandioquinha ,,30.0,4
8328,https://www.tudogostoso.com.br/receita/48541-bolo-de-laranja-sem-fermento.html, Bolo de laranja sem fermento ,,60.0,12
8329,https://www.tudogostoso.com.br/receita/48550-cachorro-quente-no-microondas.html, Cachorro quente no microondas ,,35.0,10
8330,https://www.tudogostoso.com.br/receita/48552-lentilha-simples.html, Lentilha simples ,,55.0,4
8331,https://www.tudogostoso.com.br/receita/48556-biscoito-caseiro-de-polvilho.html, Biscoito caseiro de polvilho ,,90.0,60
8332,https://www.tudogostoso.com.br/receita/48565-pudim-simples.html, Pudim simples ,,45.0,4
8333,https://www.tudogostoso.com.br/receita/48570-bolo-de-mandioca-sem-farinha.html, Bolo de mandioca sem farinha ,,40.0,15
8334,https://www.tudogostoso.com.br/receita/48586-iogurte-natural.html, Iogurte natural ,,20.0,8
8335,https://www.tudogostoso.com.br/receita/48609-bolo-de-banana-canela-e-goiabada.html," Bolo de banana, canela e goiabada ",,60.0,15
8336,https://www.tudogostoso.com.br/receita/48619-berry-cheesecake.html, Berry cheesecake ,,0.0,8
8337,https://www.tudogostoso.com.br/receita/48626-bolo-de-lama-do-mississipi-versao-traduziada-do-tradicional-bolo-americano.html, Bolo de Lama do Mississipi ( versão traduziada do tradicional bolo americano) ,,60.0,15
8338,https://www.tudogostoso.com.br/receita/48628-cha-mate-com-leite.html, Chá Mate Com Leite ,,1.0,2
8339,https://www.tudogostoso.com.br/receita/48629-alfajor-o-verdadeiro.html, Alfajor (o verdadeiro) ,,120.0,30
8340,https://www.tudogostoso.com.br/receita/48631-pudim-de-bolacha-de-maizena-igual-de-leite-condensado.html, Pudim de Bolacha de Maizena (igual de Leite Condensado) ,,35.0,15
8341,https://www.tudogostoso.com.br/receita/48642-sopa-de-mandioca-deliciosa.html, Sopa de Mandioca deliciosa ,,50.0,5
8342,https://www.tudogostoso.com.br/receita/48643-pao-de-lo-de-chocolate.html, Pão de ló de chocolate ,,60.0,20
8343,https://www.tudogostoso.com.br/receita/48644-bloody-mary-drink-de-tomate.html, Bloody mary (drink de tomate) ,,10.0,4
8344,https://www.tudogostoso.com.br/receita/48645-torta-de-camarao-com-requeijao-tipo-empadao.html, Torta de camarão com requeijão (tipo empadão) ,,60.0,16
8345,https://www.tudogostoso.com.br/receita/48647-inhame-a-japonesa-koimo.html, Inhame à japonesa (Koimô) ,,20.0,5
8346,https://www.tudogostoso.com.br/receita/48650-bolo-de-aniversario.html, Bolo de aniversário ,,90.0,20
8347,https://www.tudogostoso.com.br/receita/48653-bolo-caseiro-de-chocolate-com-calda.html, Bolo caseiro de chocolate com calda. ,,60.0,30
8348,https://www.tudogostoso.com.br/receita/48656-sukiaki.html, Sukiaki ,,45.0,4
8349,https://www.tudogostoso.com.br/receita/48660-sobremesa-gelada.html, Sobremesa gelada ,,35.0,12
8350,https://www.tudogostoso.com.br/receita/48664-hamburguer-de-picanha-caseiro.html, Hambúrguer de picanha caseiro ,,10.0,20
8351,https://www.tudogostoso.com.br/receita/48669-torta-holandesa-de-maca.html, Torta Holandesa de Maçã ,,80.0,12
8352,https://www.tudogostoso.com.br/receita/48670-cookies-perfeitos.html, Cookies perfeitos ,,20.0,50
8353,https://www.tudogostoso.com.br/receita/48672-esfiha-diferente.html, Esfiha diferente ,Microondas,60.0,20
8354,https://www.tudogostoso.com.br/receita/48678-dry-martini-tradicional.html, Dry Martini tradicional ,,2.0,1
8355,https://www.tudogostoso.com.br/receita/48679-bolo-de-chocolate-bem-molhadinho.html, Bolo de Chocolate bem molhadinho ,,30.0,25
8356,https://www.tudogostoso.com.br/receita/48681-torta-de-morango-com-chocolate-muito-facil.html, Torta de morango com chocolate muito fácil! ,Microondas,30.0,15
8357,https://www.tudogostoso.com.br/receita/48682-bolo-de-prestigio.html, Bolo de prestígio ,,50.0,15
8358,https://www.tudogostoso.com.br/receita/48692-bolo-de-cenoura-da-kel.html, Bolo de cenoura da Kel ,,60.0,20
8359,https://www.tudogostoso.com.br/receita/48699-pudim-rapido-de-microondas.html, Pudim rápido de Microondas ,Microondas,15.0,8
8360,https://www.tudogostoso.com.br/receita/48710-urso-de-chocolate-para-o-dia-das-criancas.html, Urso de chocolate para o dia das crianças ,,90.0,8
8361,https://www.tudogostoso.com.br/receita/48711-creme-de-milho-gostoso-e-light.html, Creme de Milho gostoso e light ,Light,15.0,4
8362,https://www.tudogostoso.com.br/receita/48718-tortinha-de-brigadeiro.html, Tortinha de brigadeiro ,,80.0,12
8363,https://www.tudogostoso.com.br/receita/48728-bolo-pao-de-lo-da-jim.html, Bolo pão-de-ló da Jim ,,40.0,18
8364,https://www.tudogostoso.com.br/receita/48735-sorvete-de-limao.html, Sorvete de limão ,,15.0,4
8365,https://www.tudogostoso.com.br/receita/48746-rocambole-de-carne-moida-com-bacon.html, Rocambole de carne moída com bacon ,,20.0,10
8366,https://www.tudogostoso.com.br/receita/48761-bisque-de-crevettes-bisque-de-camaroes.html, Bisque de Crevettes (Bisque de Camarões) ,,50.0,6
8367,https://www.tudogostoso.com.br/receita/48769-calda-de-chocolate.html, Calda de chocolate ,,10.0,0
8368,https://www.tudogostoso.com.br/receita/48775-bolo-de-chocolate-facil-delicioso-e-super-fofinho.html," Bolo de chocolate fácil, delicioso e super fofinho ",,40.0,10
8369,https://www.tudogostoso.com.br/receita/48786-cacao-a-escabeche.html, Cação à escabeche ,,50.0,6
8370,https://www.tudogostoso.com.br/receita/48792-receita-de-massa-de-pizza.html, Receita de massa de pizza ,,90.0,16
8371,https://www.tudogostoso.com.br/receita/48793-gelado-de-sonho-de-valsa.html, Gelado de Sonho de Valsa ,,60.0,8
8372,https://www.tudogostoso.com.br/receita/48803-pave-facil.html, Pavê fácil ,,45.0,8
8373,https://www.tudogostoso.com.br/receita/48805-bife-grelhado.html, Bife grelhado ,,30.0,15
8374,https://www.tudogostoso.com.br/receita/48815-lanche-de-forno.html, Lanche de forno ,,45.0,10
8375,https://www.tudogostoso.com.br/receita/48838-peito-de-frango-ao-molho-de-milho.html, Peito de frango ao molho de milho ,,15.0,4
8376,https://www.tudogostoso.com.br/receita/48858-file-de-peixe-com-alcaparras.html, Filé de peixe com alcaparras ,,20.0,2
8377,https://www.tudogostoso.com.br/receita/48860-sonhos-de-goiabada.html, Sonhos de goiabada ,,90.0,0
